Title,Status,Tags,"Sign date","Sign year","Counterpart (original)","Counterpart ISO","Counterpart SPA","Counterpart ENG","Region SPA","Region ENG"
"Acuerdo de Cooperación Entre las Ciudades de Buenos Aires, República Argentina y Beirut, República Libanesa",Vigente,"Cooperación
Cooperación técnica
Cultura, Ciencia Y Técnica
Educación
Interinstitucionales
Medio Ambiente
Municipios",11/05/2006,2006,Líbano,LBN,Líbano,Lebanon,"África y Medio Oriente","Africa and Middle East"
"Acuerdo de Cooperación entre el Instituto del Servicio Exterior de la Nación del Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y el Instituto Diplomático para la Formación y los Estudios del Ministerio de Asuntos Extranjeros de la República Tunecina",Vigente,"Academias diplomáticas
Asuntos académicos
Becas
Cooperación
Diplomacia
Educación
Interinstitucionales",16/05/2006,2006,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Acuerdo Marco de Cooperación en el Ámbito de los  Deportes entre el Gobierno de la República Argentina y el Gobierno de la República Tunecina",Vigente,"Cooperación
Deporte",16/05/2006,2006,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Acuerdo para la Cooperación Científica y Tecnológica entre el Gobierno de la República Argentina y el Gobierno de la República de Sudáfrica",Vigente,"Becas
Cooperación
Cultura, Ciencia Y Técnica
Intercambio de expertos
Propiedad intelectual",16/05/2006,2006,Sudáfrica,ZAF,Sudáfrica,"South Africa","África y Medio Oriente","Africa and Middle East"
"Tratado de Asistencia Judicial Recíproca en Materia Civil y Comercial entre la República Argentina y la República Tunecina",Vigente,"Asistencia judicial
Comercio
Cooperación
Derecho civil",16/05/2006,2006,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Tratado de Asistencia Judicial Recíproca en Materia Penal entre la República Argentina y la República Tunecina",Vigente,"Asistencia judicial
Asuntos penales y ética
Cooperación",16/05/2006,2006,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Tratado de Extradición entre la República Argentina y la República Tunecina",Vigente,"Asistencia judicial
Asuntos penales y ética
Extradición",16/05/2006,2006,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Memorandum de Entendimiento entre la Secretaría de Ciencia, Tecnología e Innovación Productiva y el Ministerio de Ciencia y Tecnología de la República de Mozambique",Vigente,"Cooperación técnica
Interinstitucionales
Organismos - OEA",19/05/2006,2006,Mozambique,MOZ,Mozambique,Mozambique,"África y Medio Oriente","Africa and Middle East"
"Acta de la III Reunión del Grupo de Trabajo de Actividades Ferroviarias",,,22/05/2006,2006,"China, República Popular",CHN,China,China,"Asia y Oceanía","Asia and Oceania"
"Memorándum de Entendimiento entre el Gobierno de la República Argentina y el Gobierno de la República Federativa del Brasil para el Desarrollo de Acciones Conjuntas de cooperación Técnica en Haití",Vigente,"Cooperación
Cooperación técnica",23/05/2006,2006,Brasil,BRA,Brasil,Brazil,América,America
"Memorándum de Entendimiento sobre Cooperación entre el Instituto del Servicio Exterior de la Nación del Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y la Academia del Servicio Exterior del Ministerio de Relaciones Exteriores de la República Islámica de Pakistán",Vigente,"Academias diplomáticas
Asuntos académicos
Cooperación
Cursos y seminarios
Educación
Intercambio de expertos
Interinstitucionales",24/05/2006,2006,Pakistán,PAK,Pakistán,Pakistan,"Asia y Oceanía","Asia and Oceania"
"Acuerdo Bilateral Argentino-Chileno de los organismos de aplicación del A.T.I.T.",Vigente,"Aduanas
Automotores
Empresas
Interinstitucionales
Transporte terrestre",29/05/2006,2006,Chile,CHL,Chile,Chile,América,America
"Acuerdo operativo sobre intercambio anticipado de pasajeros entre la Dirección Nacional de Migraciones de la República Argentina y el Departamento de Extranjeros y Migración de la República de Chile",,"Cooperación técnica
Informática
Interinstitucionales
Migraciones
Transporte aéreo",29/05/2006,2006,Chile,CHL,Chile,Chile,América,America
"Convenio Constitutivo de la Comisión Binacional para la Organización de Celebraciones Conjuntas con Motivo del Bicentenario entre la República Argentina y la República de Chile",Extinguido,"Comisión Mixta
Desarrollo
Educación
Integración Varios
Publicaciones",29/05/2006,2006,Chile,CHL,Chile,Chile,América,America
"Declaración de Ministros de la República Argentina y de la República de Chile",,"Agricultura
Asuntos consulares
Comercio
Derechos Humanos
Educación
Energía
Fronteras
Infraestructura
Integración física
Interinstitucionales
Libre circulación
Licitaciones
Minería
Recursos hídricos
Salud
Transporte
Turismo",29/05/2006,2006,Chile,CHL,Chile,Chile,América,America
"Memorandum de Entendimiento entre la República Argentina y la República de Chile para el fortalecimiento de la Cooperación en materia de Derechos Humanos",Vigente,"Asuntos académicos
Consultas
Cooperación
Derechos Humanos
Organismos - OEA
Organismos-ONU",29/05/2006,2006,Chile,CHL,Chile,Chile,América,America
"Memorandum de Entendimiento entre la Secretaría de Cultura de la Presidencia de la República Argentina y la Dirección de Bibliotecas de la República de Chile",,"Bienes Culturales
Capacitación
Cultura, Ciencia Y Técnica
Interinstitucionales",29/05/2006,2006,Chile,CHL,Chile,Chile,América,America
"Protocolo de Intenciones en materia de Salud entre el Ministerio de Salud y Ambiente de la República Argentina y el Ministerio de Salud de la República de Chile",Vigente,"Comisión Mixta
Cooperación
Cooperación técnica
Integración Varios
Interinstitucionales
Salud",29/05/2006,2006,Chile,CHL,Chile,Chile,América,America
"Memorándum de Entendimiento entre la Subsecretaría de Puertos y Vías Navegables de la República Argentina y la Dirección General de Transporte Marítimo del Servicio Público Federal de Movilidad y Transporte del Reino de Bélgica sobre Reconocimiento de Certificados para Miembros de la Tripulación de Buques.",Vigente,"Interinstitucionales
Transporte por agua",30/05/2006,2006,Bélgica,BEL,Bélgica,Belgium,Europa,Europe
"Memorandum de Entendimiento sobre Consultas Políticas entre el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la Repúbica Argentina y el Ministerio de Relaciones Exteriores de la República Arabe Siria",Vigente,"Consultas
Política",08/06/2006,2006,"Siria, República Árabe",SYR,Siria,Syria,"África y Medio Oriente","Africa and Middle East"
"Acta Final  - III Reunión de la Comisión Mixta de Cooperación Técnica y Científica entre la República Argentina y la Repúbica de Comombia",,"Comisión Mixta
Cooperación técnica
Cultura, Ciencia Y Técnica
Intercambio de expertos
Investigación
Medio Ambiente
Parques
Salud animal
Turismo",09/06/2006,2006,Colombia,COL,Colombia,Colombia,América,America
"Declaración Conjunta del Ministro del Interior de la República Argentina y del Ministro de Interior de la República Federal de Alemania sobre la Cooperacación en Cuestiones Relevantes para la Seguridad en Ocasión del Campeonato Mundial 2006",,"Deporte
Interinstitucionales",13/06/2006,2006,"Alemania, República Federal de",DEU,Alemania,Germany,Europa,Europe
"Adenda al Acuerdo de Colaboración entre el Ministerio de Planificación Federal, Inversión Pública y Servicios, el Ministerio de Economía y Producción, la Unión Industrial Argentina (UIA) y la Confederación Española de Organizaciones Empresariales (CEOE)",,"Cooperación
Economía
Empresas
Industria
Interinstitucionales
Inversiones
Pequeña y mediana empresa",22/06/2006,2006,España,ESP,España,Spain,Europa,Europe
"Convenio de Cooperación entre el Consejo de la Magistratura del Poder Judicial de la Nación Argentina y la Corte Suprema del Reino de Marruecos",Vigente,"Asistencia judicial
Capacitación
Cooperación
Interinstitucionales
Jurisdicción",22/06/2006,2006,Marruecos,MAR,Marruecos,Morocco,"África y Medio Oriente","Africa and Middle East"
"Memorando de Entendimiento entre el Gobierno de Argentina y el Gobierno de España para la realización de Actividades de Cooperación Conjunta Orientadas al Desarrollo de Acciones Comunitarias para Garantizar la Seguridad Alimentaria y Promover la Forestación Multipropósito en la República de Haití.",Vigente,"Alimentos
Cooperación
Forestación
Pacificación",22/06/2006,2006,España,ESP,España,Spain,Europa,Europe
"Memorandum de Entendimiento entre el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y el Ministerio de Asuntos Exteriores y Cooperación del Reino de España para la realización del Proyecto Regional Araucaria XXI - Bosque Atlántico -",Extinguido,"Cooperación
Flora y Fauna
Interinstitucionales
Medio Ambiente",22/06/2006,2006,España,ESP,España,Spain,Europa,Europe
"Memorandum de Entendimiento entre la República Argentina y el Reino de España para el Fortalecimiento de la Cooperación en Materia de Derechos Humanos",Vigente,"Consultas
Cooperación
Derechos Humanos",22/06/2006,2006,España,ESP,España,Spain,Europa,Europe
"Plan de Asociación Estratégica entre Argentina y España - 2006-2007",Vigente,"Agricultura
Alimentos
Antártida
Asociación estratégica
Cultura, Ciencia Y Técnica
Defensa
Deporte
Derechos Humanos
Desarrollo
Economía
Educación
Medio Ambiente
Narcotráfico
Salud
Seguridad
Terrorismo
Trabajo
Turismo",22/06/2006,2006,España,ESP,España,Spain,Europa,Europe
"Acuerdo entre la República Argentina y la República de Bolivia sobre la Construcción del Puente en el Paso Fronterizo Salvador Mazza - Yacuiba",Vigente,"Contrataciones Públicas
Fronteras
Infraestructura
Integración física
Límites",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Acuerdo por Notas Reversales entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia en Materia de Asistencia Técnica entre el Ministerio de Planificación Federal, Obras Públicas y Servicios de la República Argentina y el Ministerio de Obras Públicas, Servicios y Vivienda de la República de Bolivia",Vigente,"Cooperación técnica
Infraestructura
Inversiones
Vivienda",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Acuerdo que Establece el Procedimiento para la Verificación de la Documentación de Egreso e Ingreso de Menores entre la República Argentina y la República de Bolivia",Vigente,"Asuntos consulares
Migraciones
Niñez",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio entre el Gobierno de la República Argentina y el Gobierno de la República de Bolivia en Materia de Cooperación y Asistencia Institucional",Extinguido,"Cooperación
Elecciones
Migraciones",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio entre el Ministerio de Planificación Federal, Inversión Pública y Servicios de la República Argentina y el Ministerio de Relaiones Exteriores y Cultos de laRepública de Bolivia (""Casa de Bolivia"")",Vigente,"Interinstitucionales
Migraciones",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Convenio Marco entre la República Argentina y la República de Bolivia para la Venta de Gas Natural y la Realización de Proyectos de Integración Energética",Vigente,"Contrataciones Públicas
Energía
Gas
Integración económica
Integración Varios",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Declaración Conjunta de los Presidentes de Argentina y Bolivia.",,"Comercio
Cooperación técnica
Economía
Elecciones
Empresas
Fronteras
Infraestructura
Integración Varios
Migraciones
Municipios
Nacionalidad
Narcotráfico
Salud
Trabajo
Turismo",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Memorándum de Cooperación y Asistencia Técnica en Materia Laboral y Social entre el Ministerio de Trabajo, Empleo y Seguridad Social de la República Argentina y el Ministerio de Trabajo de Bolivia",Vigente,"Cooperación técnica
Interinstitucionales
Trabajo",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Protocolo de Intenciones entre el Ministerio de Salud y Ambiente de la República Argentina y el Ministerio de Salud y Deportes de la República de Bolivia",Vigente,"Cooperación
Interinstitucionales
Límites
Salud",29/06/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Acuerdo para el Establecimiento de una Alianza Estratégica Argentina - Venezuela",Vigente,"Bancos
Comisión Mixta
Cooperación técnica
Deuda
Economía
Integración económica
Integración Varios
Petróleo",04/07/2006,2006,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Addendum Nº 6 al Convenio Integral de Cooperación entre la República Bolivariana de Venezuela y la República Argentina",Vigente,"Cooperación técnica
Ganadería
Tecnología",05/07/2006,2006,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Memorandum de Entendimiento entre el Ministerio de Agricultura de la República de India y la Secretaria de Agricultura, Ganadería, Pesca y Alimentos de la República Argentina en el ámbito de la Investigación Agrícola.",Vigente,"Agricultura
Interinstitucionales",05/07/2006,2006,India,IND,India,India,"Asia y Oceanía","Asia and Oceania"
"Memorandum de Entendimiento sobre Cooperación Antártica entre el Gobierno de la República Argentina y el Gobierno de la República de la India",Extinguido,"Antártida
Cooperación
Cooperación técnica
Cultura, Ciencia Y Técnica",05/07/2006,2006,India,IND,India,India,"Asia y Oceanía","Asia and Oceania"
"Acta de Acuerdo entre los Ministros de Planificación Federal, Inversión Pública y Servicios de la República Argentina y de Obras Públicas y Comunicaciones de la República del Paraguay",,"Energía
Finanzas
Infraestructura
Interinstitucionales",18/07/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo entre la República Argentina y la República del Paraguay sobre el Procedimiento para la Verificación de la Documentación de Egreso e Ingreso de Menores",Vigente,"Asuntos consulares
Migraciones
Niñez",18/07/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Declaración Conjunta de los presidentes de la República Argentina y de la República del Paraguay",,"Becas
Cascos Blancos
Comercio
Comisión Mixta
Comunicaciones
Cooperación
Cooperación técnica
Cultura, Ciencia Y Técnica
Derechos Humanos
Desarrollo
Desarrollo sustentable
Drogas
Educación
Energía
Fronteras
Integración económica
Integración física
Integración Varios
Integridad territorial
Malvinas
MERCOSUR
Migraciones
Recursos naturales
Ríos Internacionales
Salud
Transporte
Transporte por agua",18/07/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Memorandum de Entendimiento entre la República Argentina y la República del Paraguay (Yacyretá)",Vigente,"Cooperación técnica
Energía
Yacyretá",18/07/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Memorandum de Entendimiento entre la República Argentina y la República del Paraguay para la creación de la Comisión de Monitoreo de Comercio Bilateral",Vigente,"Comercio
Comisión Mixta
Inversiones",18/07/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Protocolo de Intenciones entre el Ministerio de Salud de la República Argentina y el Ministerio de Salud Pública y Bienestar Social de la República del Paraguay",Vigente,"Cooperación
Fronteras
Interinstitucionales
Salud",18/07/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Reconocimiento de la República de Montenegro como Nación Libre e Independiente",,"Reconocimiento de Estados",18/07/2006,2006,Montenegro,MNE,Montenegro,Montenegro,Europa,Europe
"Acuerdo Administrativo entre el Secretario de Transporte del Ministerio de Planificación Federal, Inversión Pública y Servicios de  la República Argentina y el Ministerio de Transportes, de Infraestructura, de Turismo y del Mar de la República Francesa relativo al Establecimiento de una Cooperación en el Ambito de los Transportes",Vigente,"Cooperación técnica
Interinstitucionales
Transporte aéreo
Transporte por agua
Transporte terrestre",20/07/2006,2006,Francia,FRA,Francia,France,Europa,Europe
"Acuerdo por Canje de Notas entre la República Argentina y la República Oriental del Uruguay relativo a la aplicación bilateral del ""Acuerdo sobre Residencia para Nacionales de los Estados Partes del MERCOSUR"" del 6 de diciembre de 2002",Extinguido,"Migraciones
Residencia y nacionalidad",20/07/2006,2006,Uruguay,URY,Uruguay,Uruguay,América,America
"Declaración de Amistad y Cooperación entre la República Bolivariana de Venezuela y el Municipio Argentino de General San Martín",Vigente,"Amistad
Cooperación
Interinstitucionales",23/07/2006,2006,"Venezuela, República Bolivariana de",VEN,Venezuela,Venezuela,América,America
"Acuerdo por Canje de Notas entre la República Argentina y el Reino Unido de Gran Bretaña e Irlanda del Norte sobre algunos aspectos relativos a la aplicación del ""Acuerdo por Canje de Notas para la realización de un estudio de factibilidad sobre la remoción de las minas terrestres en las Islas Malvinas (Falkland Islands) del 11 de octubre de 2001"", con tres anexos.",Vigente,"Armamento
Defensa
Malvinas",03/08/2006,2006,"Reino Unido de G. Bretaña e Irlanda del N",GBR,"Reino Unido","United Kingdom",Europa,Europe
"Protocolo de Enmienda al Convenio entre la República Argentina y la Confederación Suiza para Evitar la Doble Imposición en Materia de Impuestos sobre la Renta y sobre el Patrimonio del 23 de abril de 1997","No está en vigor","Doble Imposición",07/08/2006,2006,Suiza,CHE,Suiza,Switzerland,Europa,Europe
"Acuerdo de Cooperación Cultural entre el Gobierno de la República Argentina y el Gobierno del Reino de Tailandia",Vigente,"Arte
Comunicaciones
Cooperación
Cultura, Ciencia Y Técnica
Deporte
Educación
Investigación",14/08/2006,2006,Tailandia,THA,Tailandia,Thailand,"Asia y Oceanía","Asia and Oceania"
"Acuerdo entre el Gobierno de la República Argentina y el Gobierno del Reino de Tailandia sobre Exención de Visado para Titulares de Pasaportes Ordinarios",Vigente,"Pasaportes
Visas",14/08/2006,2006,Tailandia,THA,Tailandia,Thailand,"Asia y Oceanía","Asia and Oceania"
"Acuerdo de Hermanamiento entre la Ciudad de México de los Estados Unidos Mexicanos y la Ciudad Autónoma de Buenos Aires de la República Argentina",Vigente,"Cooperación
Interinstitucionales
Municipios",17/08/2006,2006,México,MEX,México,Mexico,América,America
"Acuerdo Marco de Cooperación en el Campo de las Actividades Espaciales entre la República Argentina y la República del Perú",Vigente,"Asuntos espaciales
Cooperación
Espacio Ultraterrestre
Intercambio de expertos
Propiedad intelectual",01/09/2006,2006,Perú,PER,Perú,Peru,América,America
"Comunicado Conjunto de los Ministros de Relaciones Exteriores de la República Argentina y de la República del Peru",,"Antártida
Cooperación
Corrupción
Defensa
Democracia
Derecho Internacional Público
Derechos Humanos
Espacio Ultraterrestre
Integración económica
Malvinas
Migraciones
Pacificación
Seguridad",01/09/2006,2006,Perú,PER,Perú,Peru,América,America
"Convenio de Cooperación Técnica entre el Instituto Nacional de Tecnología Agropecuaria (INTA, Argentina) y el Centre de Coopération Internationale en Recherche Agronomique por le Développement (CIRAD, Francia)",Vigente,"Agropecuario
Cooperación
Interinstitucionales
Investigación",01/09/2006,2006,Francia,FRA,Francia,France,Europa,Europe
"Convenio entre el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y el Ministerio de Relaciones Exteriores de la República del Perú sobre Cooperación entre el Instituto del Servicio Exterior de la Nación y la Academia Diplomática del Perú",Vigente,"Academias diplomáticas
Cooperación
Educación
Interinstitucionales",01/09/2006,2006,Perú,PER,Perú,Peru,América,America
"Memorandum de Entendimiento entre el Instituto Nacional de Tecnología Agropecuaria (Argentina) y el Institut National de la Recherche Agronomique (INRA, Francia)",Vigente,"Agropecuario
Capacitación
Cooperación
Cooperación técnica
Cultura, Ciencia Y Técnica
Interinstitucionales
Investigación y desarrollo
Medio Ambiente
Tecnología",01/09/2006,2006,Francia,FRA,Francia,France,Europa,Europe
"Memorandum de Entendimiento para la Creación del Comité Permanente de Coordinación y Cooperación en Temas de Seguridad y Defensa entre el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto y el Ministerio de Defensa de la República Argentina y el Ministerio de Relaciones Exteriores y el Ministerio de Defensa de la República del Perú",Vigente,"Cooperación
Defensa
Interinstitucionales
Seguridad",01/09/2006,2006,Perú,PER,Perú,Peru,América,America
"Programa Conjunto de Cooperación Científico-Técnica entre la Dirección Nacional del Antártico y el Instituto Antártico Peruano",Vigente,"Antártida
Cooperación
Interinstitucionales",01/09/2006,2006,Perú,PER,Perú,Peru,América,America
"Acuerdo entre el Gobierno de la República Argentina y el Gobierno de la República de Sudáfrica para la Coordinación de sus Servicios de Busqueda y Salvamento Marítimos y Aeronáuticos",Vigente,"Aeronáutica
Atlántico Sur
Rescates
Transporte por agua",08/09/2006,2006,Sudáfrica,ZAF,Sudáfrica,"South Africa","África y Medio Oriente","Africa and Middle East"
"Convenio de Cooperación entre el Centro de Economía Internacional del Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y el Centro Egipcio de Estudios Económicos de la República Árabe de Egipto.",Vigente,"Comercio
Consultas
Cooperación
Cooperación técnica
Cursos y seminarios
Economía
Interinstitucionales
Investigación y desarrollo
Reciprocidad
Relaciones exteriores",08/09/2006,2006,Egipto,EGY,Egipto,Egypt,"África y Medio Oriente","Africa and Middle East"
"Declaración de Mendoza de los Presidentes de la República Argentina y la República de Chile",,"Infraestructura
Integración física
Transporte terrestre",12/09/2006,2006,Chile,CHL,Chile,Chile,América,America
"Establecimiento de Relaciones Diplomáticas entre la República Argentina y la República de Montenegro",Vigente,"Relaciones diplomáticas",12/09/2006,2006,Montenegro,MNE,Montenegro,Montenegro,Europa,Europe
"Memorandum de Entendimiento sobre Consultas Políticas y otras Cuestiones de Interés Común entre el Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y el Ministerio de Relaciones Exteriores del Reino de Tailandia",Vigente,"Consultas
Interinstitucionales
Política
Relaciones Internacionales",19/09/2006,2006,Tailandia,THA,Tailandia,Thailand,"Asia y Oceanía","Asia and Oceania"
"Comunicado Conjunto sobre el Establecimiento de Relaciones Diplomáticas entre la República Argentina y la República de Kiribati.",Vigente,"Reconocimiento de Estados
Relaciones diplomáticas
Relaciones exteriores
Relaciones Internacionales",21/09/2006,2006,Kiribati,KIR,Kiribati,Kiribati,"Asia y Oceanía","Asia and Oceania"
"Convenio de Cooperación Antártica entre la Dirección Nacional del Antártico y el Instituto Antártico Búlgaro",Vigente,"Antártida
Cooperación
Cultura, Ciencia Y Técnica
Interinstitucionales
Medio Ambiente",25/09/2006,2006,Bulgaria,BGR,Bulgaria,Bulgaria,Europa,Europe
"Acuerdo por canje de notas entre la República Argentina y la República del Paraguay sobre ""Comités de Integración""",Vigente,"Fronteras
Integración física
Integración Varios",26/09/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Declaración Conjunta de los Señores Cancilleres de la República Argentina y la República del Paraguay",,"Comercio
Comisión Mixta
Cooperación técnica
Desarrollo
Energía
Fronteras
Infraestructura
Integración Varios
Medio Ambiente
Migraciones
Ríos Internacionales",26/09/2006,2006,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo de Cooperación entre la Fundación Export-Ar de la República Argentina y CORPEI  Corporación de Promoción de Exportaciones e Inversiones de la República del Ecuador",Extinguido,"Comercio
Interinstitucionales
Inversiones",28/09/2006,2006,Ecuador,ECU,Ecuador,Ecuador,América,America
"Acuerdo de Cooperación y Coordinación en Materia de Sanidad Agropecuaria entre la República Argentina y la República del Ecuador",Vigente,"Salud
Salud animal",28/09/2006,2006,Ecuador,ECU,Ecuador,Ecuador,América,America
"Acuerdo de Servicios Aéreos entre el Gobierno de la República Argentina y el Gobierno de la República del Ecuador","Vigente con Modificaciones","Servicios aéreos",28/09/2006,2006,Ecuador,ECU,Ecuador,Ecuador,América,America
"Comunicado de prensa de los Ministros de Relaciones Exteriores de la República Argentina y del Ecuador",,"Amistad
Integración Varios",28/09/2006,2006,Ecuador,ECU,Ecuador,Ecuador,América,America
"Convenio Interinstitucional entre la Comisión Cascos Blancos del Ministerio de Relaciones Exteriores, Comercio Internacional y Culto de la República Argentina y el Ministerio de Relaciones Exteriores de la República del Ecuador.",Vigente,"Cascos Blancos
Cooperación
Desarrollo
Desarrollo sustentable
Interinstitucionales",28/09/2006,2006,Ecuador,ECU,Ecuador,Ecuador,América,America
"Convenio Marco de Cooperación entre la Región Friuli Venezia Giulia - Italia y la Pronvincia de Mendoza - República Argentina",Extinguido,"Interinstitucionales
Provincias argentinas",28/09/2006,2006,Italia,ITA,Italia,Italy,Europa,Europe
"Memorandum de Entendimiento entre la República Argentina y la República del Ecuador para el Fortalecimiento de la Cooperación en Materia de Derechos Humanos",Vigente,"Consultas
Derechos Humanos",28/09/2006,2006,Ecuador,ECU,Ecuador,Ecuador,América,America
"Acuerdo de Cooperación Horizontal entre el Ministerio de Defensa de la República Argentina y la Secretaría de Estado de Defensa Nacional de la República de Honduras",Vigente,"Cooperación
Cooperación técnica
Defensa
Defensa y Seguridad
Interinstitucionales",29/09/2006,2006,Honduras,HND,Honduras,Honduras,América,America
"Acuerdo por Canje de Notas entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América sobre el Proyecto Iniciativa Andina. Instrumento Complementario",Vigente,Narcotráfico,29/09/2006,2006,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo por Canje de Notas entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América sobre la enmienda al Instrumento Complementario para las Fuerzas Norte y Noreste",Vigente,"Corrupción
Crimen organizado
Lavado de dinero
Narcotráfico",29/09/2006,2006,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo Marco entre el Gobierno de la República Argentina y el Gobierno de Ucrania sobre Cooperación en los Usos Pacíficos del Espacio Ultraterrestre",Vigente,"Cooperación
Espacio Ultraterrestre",02/10/2006,2006,Ucrania,UKR,Ucrania,Ukraine,Europa,Europe
"Memorandum de Cooperación entre la Administración General de Supervisión de la Calidad , Inspección y Cuarentena de la República China y la Secretaría de Agricultura, Ganadería, Pesca y Alimentos de la República Argentina en materia de Seguridad Alimentaria y Temas Sanitarios y Fitosanitarios",Vigente,"Agricultura
Fitosanitarios
Interinstitucionales
Salud
Salud animal",03/10/2006,2006,"China, República Popular",CHN,China,China,"Asia y Oceanía","Asia and Oceania"
"Carta de Intención para la Cooperación entre la Municipalidad de la ciudad de Alytus (Lituania) y la Municipalidad de General San Martín (Argentina)",,"Comercio
Cooperación
Cultura, Ciencia Y Técnica
Deporte
Educación
Industria
Interinstitucionales
Recursos naturales
Salud
Turismo",04/10/2006,2006,Lituania,LTU,Lituania,Lithuania,Europa,Europe
"Declaración de Intenciones entre el Intendente de la localidad de San Martín (Argentina) y el Intendente de la localidad de Druskininkai (Lituania)",,"Amistad
Cooperación
Cultura, Ciencia Y Técnica
Educación
Interinstitucionales
Trabajo",04/10/2006,2006,Lituania,LTU,Lituania,Lithuania,Europa,Europe
"Declaración de Intenciones del Intendente de General San Martín (Argentina) y el Intendente de Kaunas (Lituania)",,"Amistad
Cultura, Ciencia Y Técnica
Educación
Trabajo",05/10/2006,2006,Lituania,LTU,Lituania,Lithuania,Europa,Europe
"Acta Acuerdo entre la ciudad de Alba y Santa Rosa",,"Amistad
Cultura, Ciencia Y Técnica
Deporte
Economía
Interinstitucionales
Municipios
Trabajo",10/10/2006,2006,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo de Coproducción Cinematográfica entre el Gobierno de la República Argentina y el Gobierno de la República Italiana",Vigente,"Arte
Cinematografía
Cooperación
Cultura, Ciencia Y Técnica",16/10/2006,2006,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo por Canje de Notas sobre Controles Integrados migratorios, aduaneros, sanitarios y fitonasitarios y de transportes en los Pasos Internacionales de Salvador Mazza - Yacuiba, Aguas Blancas - Bermejo y Villazón - La Quiaca entre la República Argentina y la República de Bolivia.",Vigente,"Fronteras
Integración económica
Integración física
Integridad territorial
Límites
Migraciones
Seguridad",17/10/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Acuerdo por Canje de Notas sobre los ""Comités de Integración"" entre la República Argentina y la República de Bolivia",Vigente,"Fronteras
Integración económica
Integración física
Límites",17/10/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Declaración Conjunta. Visita del Ministro de Relaciones Exteriores y Cultos de Bolivia, David Choquehuanca Céspedes",,"Desarrollo
Energía
Fronteras
Integración económica
Integración física
Integridad territorial
Migraciones",17/10/2006,2006,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
