Title,Status,Tags,"Sign date","Sign year","Counterpart (original)","Counterpart ISO","Counterpart SPA","Counterpart ENG","Region SPA","Region ENG"
"Acuerdo por Canje de Notas entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América Modificatorio del Acuerdo sobre los Servicios de Transporte Aéreo del 22-10-1985",,"Transporte aéreo",23/03/1992,1992,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Acuerdo por canje de notas entre el gob. de la rep. argentina y el gob. de la rep. de nicaragua sobre supresión de visas en pasaportes diplomáticos, de servicio, oficiales y comunes",Vigente,"Agentes diplomáticos
Pasaportes
Relaciones Consulares
Turismo
Visas",25/03/1992,1992,Nicaragua,NIC,Nicaragua,Nicaragua,América,America
"Convenio sobre Prevención del Uso Indebido y Represión del Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas entre el Gobierno de la República Argentina y el Gobierno de la República de Nicaragua",Vigente,"Asuntos penales y ética
Cooperación
Drogas
Narcotráfico",25/03/1992,1992,Nicaragua,NIC,Nicaragua,Nicaragua,América,America
"Declaración Conjunta de los Presidentes de la República Argentina y de la República de Nicaragua",,"ALADI
Amistad
Asuntos penales y ética
Competencia
Cooperación
Cultura, Ciencia Y Técnica
Cumbres
Defensa y Seguridad
Democracia
Derecho Internacional Humanitario
Desarrollo
Economía
Industria
Integración Iberoamericana
Pacificación
Política",25/03/1992,1992,Nicaragua,NIC,Nicaragua,Nicaragua,América,America
"Acuerdo por canje de notas entre la República Argentina y la República del Paraguay sobre competencia de la Comisión Mixta del Río Paraná",Vigente,"Comisión Mixta
Competencia
Cooperación técnica
Energía
Medio Ambiente
Pesca
Recursos hídricos
Ríos Internacionales
Transporte por agua",26/03/1992,1992,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo por canje de notas entre la República Argentina y la República del Paraguay sobre creación de una Comisión Especial (Comisión Mixta del Río Paraná)",Vigente,"Comisión Mixta
Cooperación técnica
Finanzas
Ríos Internacionales
Transporte por agua",26/03/1992,1992,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acuerdo por canje de notas entre la República Argentina y la República del Paraguay sobre racionalización de personal de la Comisión Mixta del Río Paraná",Vigente,"Comisión Mixta
Finanzas
Ríos Internacionales
Trabajo
Transporte por agua",26/03/1992,1992,Paraguay,PRY,Paraguay,Paraguay,América,America
"Acta de instalación de la Comisión Binacional entre la República Argentina y los Estados Unidos Mexicanos",,"Comisión Mixta",27/03/1992,1992,México,MEX,México,Mexico,América,America
"Acuerdo por Canje de Notas entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América  Modificatorio del Tratado sobre Promoción y Protección Recíproca de Inversiones del 14-11-1991",Vigente,"Promoción y protección de inversiones",31/03/1992,1992,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Convenio de Cooperación entre la provincia de Buenos Aires y el Estado de Florida",,"Cooperación
Interinstitucionales
Provincias argentinas",01/04/1992,1992,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Memorándum de Entendimiento entre el Ministerio de Relaciones Exteriores y Culto de la República Argentina y el Ministerio de Asuntos Exteriores de Rumania sobre el establecimiento de un mecanismo de consultas",Vigente,"Consultas
Interinstitucionales
Relaciones exteriores",13/04/1992,1992,Rumania,ROU,Rumania,Romania,Europa,Europe
"Protocolo sobre el Establecimiento de Relaciones Diplomáticas entre la República Argentina y la República de Eslovenia",Vigente,"Derecho diplomático
Relaciones exteriores",13/04/1992,1992,Eslovenia,SVN,Eslovenia,Slovenia,Europa,Europe
"Protocolo sobre Establecimiento de Relaciones Diplomáticas entre la República Argentina y la República de Croacia",Vigente,"Relaciones diplomáticas",13/04/1992,1992,Croacia,HRV,Croacia,Croatia,Europa,Europe
"Acuerdo por canje de notas  entre el Gobierno de la República Argentina y el Gobierno de la República Italiana sobre redefinición del Protocolo Ejecutivo de Cooperación relativo al Programa Extraordinario para la realización de un Proyecto Integrado de Edificación Social",Extinguido,"Cooperación
Vivienda",14/04/1992,1992,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo por canje de notas entre la República Argentina y la Santa Sede sobre modificación del Acuerdo sobre Jurisdicción Castrense y Asistencia Religiosa de las Fuerzas Armadas del 28.6.1957 - Crea el Obispado Castrense de la República Argentina",Vigente,"Fuerzas Armadas
Religión",21/04/1992,1992,"Santa Sede",VAT,"Santa Sede","Holy See",Europa,Europe
"Plan Operativo de Acciones Conjuntas en Salud en la Región Fronteriza Argentino-Boliviana",Vigente,"Cooperación
Fronteras
Interinstitucionales
Salud",22/04/1992,1992,"Bolivia, Estado Plurinacional de",BOL,Bolivia,Bolivia,América,America
"Programa de Cooperación Cultural Educativa y Científica entre la República Argentina y la República de Senegal para los años 1992 - 1993 -1994 -1995",Extinguido,"Comunicación social
Cooperación
Cultura, Ciencia Y Técnica
Deporte
Educación
Investigación
Salud
Turismo",24/04/1992,1992,Senegal,SEN,Senegal,Senegal,"África y Medio Oriente","Africa and Middle East"
"Nota del gobierno de Uruguay reconociendo status de buques de guerra a los buques de la Prefectura Naval Argentina",,"Buques
Jurisdicción
Puertos
Transporte por agua",29/04/1992,1992,Uruguay,URY,Uruguay,Uruguay,América,America
"Programa de Cooperación Cultural y Científica entre el Gobierno de la República Argentina y el Gobierno de la República Italiana para los años 1992 - 1993 - 1994",,"Cultura, Ciencia Y Técnica",29/04/1992,1992,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo entre la Provincia de Entre Ríos (Argentina) y el Estado de Bahía ( Brasil) en el ámbito del Desarrollo Regional",Vigente,"Comercio
Cooperación
Desarrollo
Empresas
Integración económica
Interinstitucionales
Provincias argentinas",07/05/1992,1992,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo entre la Provincia de San Juan y el Estado de Bahía en el ámbito del Desarrollo Regional",Vigente,"Comercio
Cooperación
Desarrollo
Empresas
Integración económica
Interinstitucionales",07/05/1992,1992,Brasil,BRA,Brasil,Brazil,América,America
"Acuerdo entre el Gobierno de la República Argentina y el Gobierno de la República de Turquía sobre Cooperación en Materia de Turismo",Vigente,"Cooperación
Turismo",08/05/1992,1992,"Türkiye, República de (Turquía)",TUR,Turquía,Turkey,Europa,Europe
"Acuerdo por notas reversales entre la República Argentina y la República de Turquía sobre Supresión de Visas",Vigente,"Pasaportes
Visas",08/05/1992,1992,"Türkiye, República de (Turquía)",TUR,Turquía,Turkey,Europa,Europe
"Convenio entre la República Argentina y la República de Turquía relativo a la Promoción y Protección Recíproca de Inversiones",Vigente,"Investigación
Investigación y desarrollo
Promoción y protección de inversiones
Reciprocidad",08/05/1992,1992,"Türkiye, República de (Turquía)",TUR,Turquía,Turkey,Europa,Europe
"Programa de Intercambio Científico y Cultural para los años 1992-1994 entre el Gobierno de la República Argentina y el Gobierno de la República de Turquía",Extinguido,"Arte
Capacitación
Cinematografía
Cooperación
Cooperación técnica
Cultura, Ciencia Y Técnica
Cursos y seminarios",08/05/1992,1992,"Türkiye, República de (Turquía)",TUR,Turquía,Turkey,Europa,Europe
"Convenio de Cooperación Económica y Comercial entre la República Argentina y la República de Turquía",Vigente,"Cooperación
Cultura, Ciencia Y Técnica
Economía",09/05/1992,1992,"Türkiye, República de (Turquía)",TUR,Turquía,Turkey,Europa,Europe
"Acuerdo de Cooperación Turística entre el Gobierno de la República Argentina y el Gobierno de la República Arabe de Egipto",Vigente,"Becas
Cooperación
Cursos y seminarios
Intercambio de expertos
Promoción comercial
Reciprocidad
Turismo",11/05/1992,1992,Egipto,EGY,Egipto,Egypt,"África y Medio Oriente","Africa and Middle East"
"Acuerdo entre el Gobierno de la República Argentina y el Gobierno de la República Árabe de Egipto para la Promoción y la Protección Recíproca de las Inversiones",Vigente,"Inversiones
Promoción y protección de inversiones
Reciprocidad",11/05/1992,1992,Egipto,EGY,Egipto,Egypt,"África y Medio Oriente","Africa and Middle East"
"Acuerdo por canje de notas Argentino-Egipcio relativo a la Supresión de Visas para los titulares de pasaportes Diplomáticos y Oficiales",Vigente,"Pasaportes
Relaciones diplomáticas
Visas",11/05/1992,1992,Egipto,EGY,Egipto,Egypt,"África y Medio Oriente","Africa and Middle East"
"Comunicado Conjunto de los Presidentes de la Repubica Argentina y Egipto.",,"Comercio
Economía",13/05/1992,1992,Egipto,EGY,Egipto,Egypt,"África y Medio Oriente","Africa and Middle East"
"Acuerdo de Consolidación de la Deuda entre el Gobierno de la República Argentina y el Gobierno de la República Francesa",Vigente,"Deuda
Finanzas
Pagos",21/05/1992,1992,Francia,FRA,Francia,France,Europa,Europe
"Acuerdo por canje de notas entre el Gobierno de la República Argentina y el Gobierno de la República Italiana relativo al Acuerdo para el Establecimiento de la Secretaría Permanente Argentino-Italiana por la que se constituye el Fondo Rotativo-Convenio Financiero por 50 millones de dólares",Vigente,"Cooperación
Desarrollo
Finanzas",28/05/1992,1992,Italia,ITA,Italia,Italy,Europa,Europe
"Acuerdo por notas reversales entre el gobierno de la República Argentina y el gobierno de los Estados Unidos de América sobre Servicios de Transporte Aéreo (Prórroga hasta el 31.3.1993)",,"Transporte aéreo",29/05/1992,1992,"Estados Unidos de América",USA,"Estados Unidos","United States",América,America
"Comunicado Conjunto de los Presidentes de la República Argentina y la República de Guatemala",,"Agricultura
ALADI
Alimentos
CEE/Unión Europea
Comercio
Comisión Mixta
Cooperación
Cultura, Ciencia Y Técnica
Derecho Internacional Público
Derechos Humanos
Desarrollo
Energía
Integración económica
Medio Ambiente
MERCOSUR
Narcotráfico
Organismos - OEA
Organismos-ONU
Pacificación
Relaciones exteriores
Tecnología
Terrorismo
Turismo",03/06/1992,1992,Guatemala,GTM,Guatemala,Guatemala,América,America
"Convenio para la Creación de una Comisión Binacional de Cooperación Bilateral Argentino-Guatemalteca",Vigente,"Comercio
Comisión Mixta
Consultas
Cooperación
Cultura, Ciencia Y Técnica
Integración económica
Narcotráfico
Transporte aéreo
Turismo",03/06/1992,1992,Guatemala,GTM,Guatemala,Guatemala,América,America
"Acuerdo General de Cooperación entre la República Argentina y la República de Armenia",Vigente,"Cooperación
Cooperación técnica
Cultura, Ciencia Y Técnica
Economía
Tecnología",11/06/1992,1992,Armenia,ARM,Armenia,Armenia,"Asia y Oceanía","Asia and Oceania"
"Memorándum de Entendimiento entre el Gobierno de la República Argentina y el Gobierno de la República de Armenia (en Materia Cultural, Científica y Técnica).",Vigente,"Amistad
Cooperación
Cultura, Ciencia Y Técnica
Relaciones diplomáticas",11/06/1992,1992,Armenia,ARM,Armenia,Armenia,"Asia y Oceanía","Asia and Oceania"
"Memorándum de Entendimiento para el Establecimiento de un Mecanismo de Consultas entre el Ministerio de Relaciones Exteriores y Culto de la República Argentina y el Ministerio de Relaciones Exteriores de la República de Armenia",Vigente,"Consultas
Interinstitucionales",11/06/1992,1992,Armenia,ARM,Armenia,Armenia,"Asia y Oceanía","Asia and Oceania"
"Acuerdo por Canje de Notas entre la República Argentina y la República de Corea sobre Visado Múltiple para Hombres de Negocios",Vigente,Visas,16/06/1992,1992,"Corea, República de",KOR,Corea,Korea,"Asia y Oceanía","Asia and Oceania"
"Acuerdo por Notas Reversales Argentino-Búlgaro sobre Supresión de Visados en los Pasaportes Diplomáticos y Oficiales o de Servicio de los Nacionales de Ambos Países",Vigente,Visas,16/06/1992,1992,Bulgaria,BGR,Bulgaria,Bulgaria,Europa,Europe
"Memorándum de Entendimiento entre el Ministerio de Relaciones y Culto de la República Argentina y el Ministerio de Relaciones Exteriores de la República de Bulgaria",Vigente,"Interinstitucionales
Relaciones diplomáticas",16/06/1992,1992,Bulgaria,BGR,Bulgaria,Bulgaria,Europa,Europe
"Acuerdo entre el Gobierno de la República Argentina y el Gobierno de la República Tunecina para la Promoción y Protección Recíproca de Inversiones",Vigente,"Inversiones
Promoción y protección de inversiones
Reciprocidad",17/06/1992,1992,Túnez,TUN,Túnez,Tunisia,"África y Medio Oriente","Africa and Middle East"
"Acuerdo por Canje de Notas entre los Gobiernos de la República Argentina y de la República de Costa Rica sobre Autorización de Trabajo de Familiares a Cargo de Funcionarios Diplomáticos",Vigente,"Agentes diplomáticos
Asuntos consulares
Diplomacia
Trabajo
Trabajo de familiares",17/06/1992,1992,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Acuerdo por Canje de Notas sobre Supresión de Visado para Titulares de Pasaportes Diplomáticos, Oficiales o de Servicio entre los Gobiernos de la República Argentina y de la República de Costa Rica",Vigente,"Agentes diplomáticos
Pasaportes
Visas",17/06/1992,1992,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Acuerdo de Cooperación entre el Gobierno de la República Argentina y el Gobierno de la República de Costa Rica para el Desarrollo y la Aplicación de los Usos Pacíficos de la Energía Nuclear",Vigente,"Cooperación
Energía nuclear",18/06/1992,1992,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Acuerdo de Cooperación entre el ISEN de la República Argentina y la Academia Diplomática Manuel María Peralta de República de Costa Rica",Vigente,"Academias diplomáticas
Interinstitucionales",18/06/1992,1992,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Convenio entre el Gobierno de la República Argentina y el Gobierno de la República de Costa Rica sobre Mutua Asistencia Judicial Contra el Tráfico Ilícito de Drogas",Vigente,"Asistencia judicial
Cooperación
Drogas
Narcotráfico",18/06/1992,1992,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
"Convenio entre el Gobierno de la Repúlica Argentina y el Gobierno de la República de Costa Rica  y para la Creación de una Comisión Binacional Argentino-Costarricense de Cooperación Bilateral",Vigente,"Comisión Mixta
Consultas
Cooperación
Cultura, Ciencia Y Técnica",18/06/1992,1992,"Costa Rica",CRI,"Costa Rica","Costa Rica",América,America
